id,split,label,amount,hour,n_prior_txns,distance_km,device_age_days,prediction
txn_00863,train,legitimate,8.15,0,13,76.0,245,legitimate
txn_00864,train,legitimate,22.66,5,14,19.5,522,legitimate
txn_00865,train,legitimate,6.18,6,12,18.3,23,legitimate
txn_00866,train,legitimate,8.1,5,15,52.0,711,legitimate
txn_00867,train,legitimate,14.67,17,17,82.7,1457,legitimate
txn_00868,train,legitimate,56.26,7,11,12.7,909,legitimate
txn_00869,train,legitimate,55.44,5,12,12.5,1052,legitimate
txn_00870,test,legitimate,13.25,15,8,27.8,1397,legitimate
txn_00871,train,legitimate,39.49,20,15,35.6,1156,legitimate
txn_00872,train,legitimate,16.56,9,19,43.3,623,legitimate
txn_00873,test,legitimate,26.79,7,15,22.9,524,legitimate
txn_00874,test,legitimate,27.94,17,12,0.7,793,legitimate
txn_00875,train,legitimate,44.34,16,12,1.7,19,legitimate
txn_00876,train,legitimate,12.99,13,11,40.5,161,legitimate
txn_00877,train,legitimate,20.99,1,14,2.0,45,legitimate
txn_00878,train,legitimate,29.71,23,14,6.2,1126,legitimate
txn_00879,train,fraud,33.59,21,11,27.9,459,legitimate
txn_00880,train,legitimate,10.83,20,11,5.6,914,legitimate
txn_00881,train,legitimate,132.23,2,13,65.4,376,legitimate
txn_00882,train,legitimate,15.12,10,10,9.5,765,legitimate
txn_00883,test,legitimate,50.7,9,11,27.1,747,legitimate
txn_00884,train,legitimate,29.24,21,10,51.9,1004,legitimate
txn_00885,train,legitimate,80.36,9,12,96.0,412,legitimate
txn_00886,test,legitimate,2.73,16,8,0.5,1442,legitimate
txn_00887,train,legitimate,183.14,7,16,1.8,1368,legitimate
txn_00888,train,legitimate,19.31,20,10,33.8,1376,legitimate
txn_00889,train,legitimate,7.02,12,12,63.4,567,legitimate
txn_00890,train,legitimate,27.12,7,14,60.3,950,legitimate
txn_00891,train,legitimate,224.61,12,12,1.1,500,legitimate
txn_00892,train,legitimate,39.41,12,7,7.1,797,legitimate
txn_00893,train,legitimate,7.01,19,14,2.3,542,legitimate
txn_00894,train,legitimate,15.05,4,11,11.1,598,legitimate
txn_00895,train,legitimate,89.83,23,9,77.3,360,legitimate
txn_00896,train,legitimate,5.91,2,15,50.0,762,legitimate
txn_00897,test,legitimate,19.92,19,15,9.6,183,legitimate
txn_00898,train,legitimate,17.78,1,13,8.3,1337,legitimate
txn_00899,train,legitimate,205.13,17,11,11.5,973,legitimate
txn_00900,train,legitimate,17.82,12,5,28.5,1020,legitimate
txn_00901,test,legitimate,87.83,4,14,35.3,496,legitimate
txn_00902,train,fraud,15.59,13,8,1.1,329,legitimate
txn_00903,train,legitimate,10.72,5,15,7.4,601,legitimate
txn_00904,train,legitimate,64.57,23,8,57.3,1377,legitimate
txn_00905,train,legitimate,44.19,0,5,2.1,1362,legitimate
txn_00906,test,legitimate,4.27,0,14,22.6,1455,legitimate
txn_00907,train,legitimate,44.94,2,18,0.3,1143,legitimate
txn_00908,train,legitimate,45.07,16,11,5.3,802,legitimate
txn_00909,test,legitimate,12.93,18,9,49.3,1390,legitimate
txn_00910,train,legitimate,29.61,10,17,10.3,997,legitimate
txn_00911,train,legitimate,31.08,1,10,35.1,961,legitimate
txn_00912,test,legitimate,14.67,21,14,48.9,492,legitimate
txn_00913,test,legitimate,13.3,6,10,14.8,1164,legitimate
txn_00914,train,legitimate,12.21,6,11,26.2,792,legitimate
txn_00915,train,legitimate,18.15,9,15,2.5,1130,legitimate
txn_00916,train,legitimate,6.35,4,10,1.6,532,legitimate
txn_00917,train,fraud,29.25,3,19,54.9,677,legitimate
txn_00918,train,legitimate,5.38,13,9,32.9,1246,legitimate
txn_00919,train,legitimate,25.59,8,7,4.7,1312,legitimate
txn_00920,train,legitimate,21.84,12,9,14.9,568,legitimate
txn_00921,train,legitimate,8.49,6,20,116.2,518,legitimate
txn_00922,test,legitimate,55.38,22,11,20.0,943,legitimate
txn_00923,train,legitimate,162.47,9,18,58.1,459,legitimate
txn_00924,train,legitimate,88.51,4,16,0.1,985,legitimate
txn_00925,train,legitimate,6.11,4,12,5.0,834,legitimate
txn_00926,train,legitimate,84.06,8,10,30.8,38,legitimate
txn_00927,train,legitimate,29.49,0,13,45.3,892,legitimate
txn_00928,train,legitimate,22.52,20,15,15.8,586,legitimate
txn_00929,train,legitimate,13.14,21,7,5.3,944,legitimate
txn_00930,train,legitimate,23.57,17,9,19.6,318,legitimate
txn_00931,train,legitimate,94.18,17,9,12.2,898,legitimate
txn_00932,train,legitimate,40.73,3,17,45.4,1396,legitimate
txn_00933,train,legitimate,15.73,18,9,40.8,105,legitimate
txn_00934,train,legitimate,12.2,18,15,34.6,735,legitimate
txn_00935,test,legitimate,15.69,6,13,2.8,1234,legitimate
txn_00936,train,fraud,54.51,15,12,53.0,473,legitimate
txn_00937,test,legitimate,151.21,22,13,82.1,1143,legitimate
txn_00938,train,legitimate,8.3,12,11,11.6,662,legitimate
txn_00939,train,legitimate,23.67,19,6,3.3,1410,legitimate
txn_00940,train,legitimate,16.18,23,5,118.5,54,legitimate
txn_00941,test,legitimate,11.23,9,14,12.6,432,legitimate
txn_00942,train,fraud,45.19,5,14,95.7,1324,fraud
txn_00943,train,fraud,52.6,6,13,102.8,379,legitimate
txn_00944,train,legitimate,5.81,12,8,4.3,414,legitimate
txn_00945,test,legitimate,8.49,19,13,33.8,1152,legitimate
txn_00946,test,legitimate,77.54,17,20,10.6,796,legitimate
txn_00947,train,legitimate,32.48,0,8,119.1,190,legitimate
txn_00948,train,legitimate,39.77,16,9,26.6,418,legitimate
txn_00949,train,legitimate,14.42,13,10,8.7,541,legitimate
txn_00950,train,legitimate,16.26,0,14,32.3,49,legitimate
txn_00951,train,legitimate,37.36,20,13,20.2,1460,legitimate
txn_00952,test,legitimate,14.48,8,11,11.6,1462,legitimate
txn_00953,train,legitimate,7.89,21,16,8.4,542,legitimate
txn_00954,train,legitimate,23.71,15,9,7.0,795,legitimate
txn_00955,train,legitimate,58.14,22,8,30.6,772,legitimate
txn_00956,train,legitimate,8.54,22,7,240.2,529,legitimate
txn_00957,train,fraud,86.78,10,11,13.8,652,legitimate
txn_00958,test,legitimate,47.52,15,8,22.7,285,legitimate
txn_00959,train,legitimate,10.08,0,9,13.8,1132,legitimate
txn_00960,test,legitimate,23.88,18,11,5.2,283,legitimate
txn_00961,test,legitimate,22.74,8,13,99.0,1030,legitimate
txn_00962,train,legitimate,44.42,9,17,37.8,331,legitimate
txn_00963,test,legitimate,45.88,6,11,56.6,558,legitimate
txn_00964,test,legitimate,6.52,18,5,96.0,884,legitimate
txn_00965,train,legitimate,6.24,13,18,2.3,1094,legitimate
txn_00966,train,legitimate,65.72,10,4,41.2,102,legitimate
txn_00967,train,legitimate,26.52,17,20,55.2,835,legitimate
txn_00968,train,legitimate,35.84,11,11,13.3,447,legitimate
txn_00969,test,legitimate,33.0,23,16,4.6,570,legitimate
txn_00970,test,legitimate,108.05,16,11,35.2,1112,legitimate
txn_00971,train,legitimate,7.18,7,8,64.5,560,legitimate
txn_00972,train,fraud,89.54,17,8,6.5,354,legitimate
txn_00973,train,legitimate,10.54,8,8,8.8,693,legitimate
txn_00974,test,legitimate,48.73,20,15,94.3,542,legitimate
txn_00975,train,legitimate,89.42,2,13,126.2,680,legitimate
txn_00976,test,legitimate,6.03,9,10,4.1,1052,legitimate
txn_00977,test,legitimate,35.33,19,10,3.2,13,legitimate
txn_00978,train,legitimate,18.02,7,10,30.6,232,legitimate
txn_00979,train,legitimate,17.79,11,11,77.8,22,legitimate
txn_00980,train,legitimate,24.73,15,9,85.0,1143,legitimate
txn_00981,test,legitimate,8.38,5,4,1.7,295,legitimate
txn_00982,train,legitimate,9.14,3,9,105.9,1307,legitimate
txn_00983,train,legitimate,45.45,12,8,30.9,1026,legitimate
txn_00984,train,legitimate,54.71,23,8,18.8,114,legitimate
txn_00985,train,legitimate,13.52,11,12,5.8,1454,legitimate
txn_00986,train,legitimate,5.62,11,11,19.1,397,legitimate
txn_00987,train,legitimate,234.27,19,9,47.1,10,legitimate
txn_00988,train,legitimate,70.32,16,16,90.5,105,legitimate
txn_00989,train,legitimate,33.84,5,9,29.5,7,legitimate
txn_00990,test,legitimate,8.56,4,15,51.0,853,legitimate
txn_00991,test,legitimate,13.33,12,10,19.0,796,legitimate
txn_00992,train,legitimate,30.14,21,11,17.0,1119,legitimate
txn_00993,train,fraud,11.79,10,15,22.3,1257,fraud
txn_00994,train,fraud,148.38,4,18,16.1,507,legitimate
txn_00995,train,legitimate,27.14,2,18,83.1,1296,legitimate
txn_00996,train,legitimate,34.95,6,7,65.9,841,legitimate
txn_00997,train,legitimate,8.58,3,25,17.4,208,legitimate
txn_00998,train,fraud,12.42,22,12,11.0,981,legitimate
txn_00999,train,legitimate,10.88,5,11,3.2,468,legitimate
txn_01000,test,legitimate,31.15,7,10,4.2,1252,legitimate
txn_01001,train,legitimate,18.24,10,9,12.5,986,legitimate
txn_01002,train,legitimate,17.83,4,9,37.7,0,legitimate
txn_01003,train,legitimate,32.36,13,11,1.5,1248,legitimate
txn_01004,train,legitimate,29.61,14,11,16.6,1034,legitimate
txn_01005,test,legitimate,102.46,17,13,101.0,1293,legitimate
txn_01006,train,legitimate,19.53,3,11,63.6,369,legitimate
txn_01007,train,legitimate,8.73,21,8,6.1,513,legitimate
txn_01008,train,legitimate,23.44,13,8,53.2,144,legitimate
txn_01009,train,legitimate,100.36,2,6,18.7,1013,legitimate
txn_01010,test,legitimate,13.74,23,16,58.4,767,legitimate
txn_01011,train,legitimate,24.88,23,14,12.6,901,legitimate
txn_01012,train,legitimate,16.67,8,14,19.4,33,legitimate
txn_01013,test,legitimate,35.34,9,12,2.3,330,legitimate
txn_01014,train,legitimate,30.55,16,11,42.4,288,legitimate
txn_01015,test,legitimate,10.67,18,21,4.7,1125,legitimate
txn_01016,train,legitimate,18.95,15,11,10.2,890,legitimate
txn_01017,train,legitimate,59.93,7,17,37.5,213,legitimate
txn_01018,test,legitimate,69.72,4,11,29.7,688,legitimate
txn_01019,train,legitimate,58.83,17,10,92.5,1039,legitimate
txn_01020,train,legitimate,55.45,10,14,39.2,374,legitimate
txn_01021,train,legitimate,17.1,16,17,63.1,592,legitimate
txn_01022,test,legitimate,16.59,7,16,15.3,147,legitimate
txn_01023,train,legitimate,59.2,0,13,32.6,1165,legitimate
txn_01024,train,legitimate,7.49,21,10,3.7,781,legitimate
txn_01025,test,legitimate,22.42,20,10,14.3,1188,legitimate
txn_01026,train,legitimate,3.82,3,14,75.2,1300,legitimate
txn_01027,test,legitimate,16.34,1,18,17.4,223,legitimate
txn_01028,test,legitimate,11.85,9,8,15.2,263,legitimate
txn_01029,train,legitimate,7.26,11,8,178.0,822,legitimate
txn_01030,test,legitimate,41.95,17,9,37.6,1217,legitimate
txn_01031,train,legitimate,11.52,5,11,48.0,1337,legitimate
txn_01032,train,legitimate,16.54,18,16,36.1,1288,legitimate
txn_01033,train,legitimate,18.43,14,10,21.1,980,legitimate
txn_01034,train,legitimate,11.51,9,10,37.8,1061,legitimate
txn_01035,train,fraud,123.33,4,14,56.0,660,legitimate
txn_01036,test,legitimate,14.61,9,13,4.1,48,legitimate
txn_01037,train,legitimate,28.81,14,15,3.5,284,legitimate
txn_01038,train,fraud,8.45,3,8,118.8,920,legitimate
txn_01039,test,legitimate,14.91,18,8,7.7,256,legitimate
txn_01040,train,legitimate,17.28,2,14,19.3,408,legitimate
txn_01041,train,legitimate,17.56,14,13,21.1,818,legitimate
txn_01042,train,legitimate,13.37,5,12,52.8,458,legitimate
txn_01043,train,legitimate,27.34,20,6,22.4,1180,legitimate
txn_01044,test,legitimate,109.8,10,15,5.8,699,legitimate
txn_01045,train,legitimate,20.85,9,8,30.6,1217,legitimate
txn_01046,train,legitimate,20.71,21,8,18.0,1207,legitimate
txn_01047,train,legitimate,16.19,16,15,15.0,1234,legitimate
txn_01048,train,legitimate,286.76,5,18,39.7,1055,legitimate
txn_01049,train,legitimate,115.85,10,9,55.0,944,legitimate
txn_01050,train,legitimate,41.05,21,7,12.9,187,legitimate
txn_01051,train,legitimate,47.45,21,12,30.6,1441,legitimate
txn_01052,train,legitimate,11.83,13,18,41.2,888,legitimate
txn_01053,test,legitimate,20.45,2,18,44.9,830,legitimate
txn_01054,train,legitimate,29.22,21,14,11.1,1268,legitimate
txn_01055,train,legitimate,26.72,20,15,36.5,803,legitimate
txn_01056,train,legitimate,10.25,1,16,4.9,211,legitimate
txn_01057,train,legitimate,11.06,0,9,62.8,1419,legitimate
txn_01058,test,legitimate,39.43,5,13,20.2,373,legitimate
txn_01059,train,legitimate,32.3,20,15,75.2,1197,legitimate
txn_01060,train,legitimate,3.0,2,16,85.0,624,legitimate
txn_01061,train,legitimate,26.03,2,15,5.6,1225,legitimate
txn_01062,train,fraud,106.3,22,12,26.1,200,legitimate
txn_01063,train,legitimate,12.62,16,15,4.7,565,legitimate
txn_01064,train,legitimate,30.1,7,8,17.7,1011,legitimate
txn_01065,train,legitimate,5.71,2,8,3.4,834,legitimate
txn_01066,train,legitimate,53.82,21,15,31.8,817,legitimate
txn_01067,train,legitimate,7.97,18,14,17.9,158,legitimate
txn_01068,train,legitimate,6.97,21,10,9.7,427,legitimate
txn_01069,train,legitimate,17.43,5,16,0.6,1228,legitimate
txn_01070,test,legitimate,243.21,19,12,72.8,1496,legitimate
txn_01071,test,legitimate,13.07,1,12,51.1,412,legitimate
txn_01072,train,legitimate,6.9,10,10,17.5,826,legitimate
txn_01073,test,legitimate,37.41,20,16,13.2,976,legitimate
txn_01074,train,legitimate,29.79,8,9,22.1,1043,legitimate
txn_01075,train,legitimate,120.95,13,16,0.2,48,legitimate
txn_01076,train,legitimate,6.86,12,14,58.4,1000,legitimate
txn_01077,train,legitimate,4.98,20,9,24.4,524,legitimate
txn_01078,test,legitimate,17.46,12,12,48.1,94,legitimate
txn_01079,train,legitimate,34.49,19,8,8.0,209,legitimate
txn_01080,train,fraud,43.37,13,10,24.5,754,legitimate
txn_01081,train,legitimate,68.94,2,15,106.5,571,legitimate
txn_01082,train,fraud,7.06,10,8,71.8,105,legitimate
txn_01083,test,legitimate,10.6,2,12,52.4,947,legitimate
txn_01084,train,legitimate,20.92,20,11,22.4,856,legitimate
txn_01085,train,legitimate,54.21,17,13,26.5,794,legitimate
txn_01086,train,legitimate,37.96,14,17,43.0,312,legitimate
txn_01087,train,legitimate,15.74,20,9,3.3,79,legitimate
txn_01088,train,legitimate,8.75,19,3,21.1,826,legitimate
txn_01089,train,legitimate,56.55,4,9,15.4,766,legitimate
txn_01090,train,legitimate,60.4,9,9,43.9,1441,legitimate
txn_01091,train,legitimate,340.42,21,12,5.1,29,legitimate
txn_01092,test,legitimate,20.0,12,11,13.9,1184,legitimate
txn_01093,train,legitimate,116.97,0,12,9.7,662,legitimate
txn_01094,train,legitimate,7.27,17,10,1.6,474,legitimate
txn_01095,train,legitimate,13.97,18,13,50.9,1183,legitimate
txn_01096,train,legitimate,12.26,2,14,14.3,702,legitimate
txn_01097,train,legitimate,15.12,15,18,7.9,860,legitimate
txn_01098,train,fraud,12.96,16,13,56.5,599,fraud
txn_01099,test,legitimate,13.98,9,11,7.1,562,legitimate
txn_01100,train,legitimate,22.57,1,10,17.0,544,legitimate
txn_01101,train,legitimate,15.32,9,14,46.0,967,legitimate
txn_01102,test,legitimate,45.48,12,11,34.4,218,legitimate
txn_01103,train,legitimate,21.94,7,20,55.1,856,legitimate
txn_01104,train,legitimate,23.78,11,12,25.7,55,legitimate
txn_01105,train,legitimate,100.93,11,11,0.7,586,legitimate
txn_01106,train,legitimate,32.43,9,7,19.4,353,legitimate
txn_01107,train,legitimate,27.72,12,13,14.7,587,legitimate
txn_01108,test,legitimate,23.37,13,13,12.0,289,legitimate
txn_01109,train,legitimate,25.33,3,18,0.8,1012,legitimate
txn_01110,train,legitimate,41.78,13,11,58.2,582,legitimate
txn_01111,test,legitimate,10.86,0,11,6.8,955,legitimate
txn_01112,train,legitimate,73.14,7,14,5.1,144,legitimate
txn_01113,train,legitimate,111.09,12,15,0.1,974,legitimate
txn_01114,train,legitimate,73.77,0,9,5.1,690,legitimate
txn_01115,train,legitimate,14.72,4,19,86.0,198,legitimate
txn_01116,test,legitimate,5.0,3,17,40.7,585,legitimate
txn_01117,train,legitimate,15.53,2,18,5.6,1407,legitimate
txn_01118,train,fraud,35.56,6,15,11.3,1196,legitimate
txn_01119,test,legitimate,53.62,6,13,26.1,1305,legitimate
txn_01120,train,legitimate,19.93,13,9,29.7,692,legitimate
txn_01121,test,legitimate,17.7,3,11,7.2,240,legitimate
txn_01122,train,legitimate,105.72,2,5,42.6,226,legitimate
txn_01123,train,legitimate,12.36,20,11,26.7,1147,legitimate
txn_01124,train,legitimate,67.68,9,15,79.3,893,legitimate
txn_01125,train,legitimate,57.82,6,8,11.1,546,legitimate
txn_01126,test,legitimate,6.48,16,7,25.3,0,legitimate
txn_01127,train,legitimate,31.3,15,12,17.8,1221,legitimate
txn_01128,train,legitimate,13.8,15,10,21.8,970,legitimate
txn_01129,test,legitimate,9.41,0,15,115.9,758,legitimate
txn_01130,train,legitimate,3.89,14,8,12.5,390,legitimate
txn_01131,train,legitimate,5.13,15,9,19.5,955,legitimate
txn_01132,train,legitimate,35.76,2,11,12.5,1231,legitimate
txn_01133,train,legitimate,16.29,22,13,10.5,915,legitimate
txn_01134,train,legitimate,31.14,20,12,20.0,1344,legitimate
txn_01135,train,legitimate,8.41,18,9,24.5,965,legitimate
txn_01136,test,legitimate,17.41,4,18,23.2,321,legitimate
txn_01137,test,legitimate,18.26,18,14,8.5,935,legitimate
txn_01138,train,legitimate,5.25,11,11,36.4,501,legitimate
txn_01139,test,legitimate,4.68,10,16,20.3,972,legitimate
txn_01140,train,legitimate,36.68,13,10,11.4,1264,legitimate
txn_01141,train,legitimate,27.53,11,8,1.0,721,legitimate
txn_01142,train,legitimate,9.55,15,12,39.1,1243,legitimate
txn_01143,train,legitimate,21.58,21,6,78.2,775,legitimate
txn_01144,train,legitimate,45.6,23,14,51.0,1025,legitimate
txn_01145,train,legitimate,143.29,5,14,1.9,213,legitimate
txn_01146,train,legitimate,9.99,20,10,9.9,1023,legitimate
txn_01147,train,legitimate,43.6,12,9,6.6,938,legitimate
txn_01148,train,legitimate,189.83,3,12,23.0,550,legitimate
txn_01149,train,legitimate,25.42,17,10,49.1,574,legitimate
txn_01150,train,legitimate,100.32,8,17,31.4,836,legitimate
txn_01151,train,legitimate,1.89,8,11,22.1,82,legitimate
txn_01152,test,legitimate,98.54,11,12,3.7,547,legitimate
txn_01153,train,fraud,30.29,11,10,191.0,1165,legitimate
txn_01154,train,legitimate,3.79,14,17,78.5,1231,legitimate
txn_01155,train,legitimate,51.15,0,12,11.8,999,legitimate
txn_01156,train,legitimate,66.63,11,14,12.5,1065,legitimate
txn_01157,test,legitimate,77.88,16,11,15.9,557,legitimate
txn_01158,train,legitimate,77.19,16,11,53.4,1347,legitimate
txn_01159,train,legitimate,23.14,4,18,5.9,999,legitimate
txn_01160,train,legitimate,11.45,8,12,51.8,743,legitimate
txn_01161,train,legitimate,15.16,6,13,61.8,1491,legitimate
txn_01162,train,fraud,29.57,1,12,6.3,85,legitimate
txn_01163,train,legitimate,35.47,5,10,2.0,218,legitimate
txn_01164,train,legitimate,14.87,2,13,13.7,730,legitimate
txn_01165,train,legitimate,24.99,17,14,7.1,1113,legitimate
txn_01166,train,legitimate,56.29,22,14,108.4,299,legitimate
txn_01167,test,legitimate,32.78,9,15,0.2,1496,legitimate
txn_01168,train,legitimate,225.89,8,10,1.3,1325,legitimate
txn_01169,test,legitimate,197.6,23,17,18.0,167,legitimate
txn_01170,test,legitimate,7.73,14,19,2.0,318,legitimate
txn_01171,test,legitimate,13.65,19,17,2.2,338,legitimate
txn_01172,train,legitimate,6.6,5,15,46.5,1223,legitimate
txn_01173,train,fraud,9.76,22,10,9.3,488,legitimate
txn_01174,train,legitimate,40.71,4,4,7.1,636,legitimate
txn_01175,train,legitimate,9.0,16,12,4.9,1445,legitimate
txn_01176,train,legitimate,8.53,16,7,36.8,1397,legitimate
txn_01177,train,legitimate,18.28,5,12,61.7,11,legitimate
txn_01178,train,legitimate,52.27,19,9,21.5,1108,legitimate
txn_01179,train,legitimate,16.81,7,13,44.1,804,legitimate
txn_01180,train,legitimate,16.78,15,11,50.3,536,legitimate
txn_01181,train,legitimate,58.69,8,15,13.1,371,legitimate
txn_01182,train,legitimate,37.86,2,9,21.2,838,legitimate
txn_01183,train,legitimate,37.29,4,8,12.0,225,legitimate
txn_01184,train,legitimate,60.43,6,9,22.6,1134,legitimate
txn_01185,train,legitimate,8.82,11,11,52.4,14,legitimate
txn_01186,train,legitimate,29.44,8,11,53.0,218,legitimate
txn_01187,train,legitimate,12.79,18,10,51.0,600,legitimate
txn_01188,train,legitimate,65.3,10,15,2.9,607,legitimate
txn_01189,train,fraud,68.17,12,9,37.1,466,legitimate
txn_01190,test,legitimate,8.54,19,11,21.9,1313,legitimate
txn_01191,train,legitimate,88.67,3,19,19.9,540,legitimate
txn_01192,train,legitimate,7.56,16,11,19.0,342,legitimate
txn_01193,train,legitimate,75.21,17,18,2.0,1197,legitimate
txn_01194,train,legitimate,29.14,15,7,2.6,845,legitimate
txn_01195,train,legitimate,10.12,23,16,78.5,639,legitimate
txn_01196,test,legitimate,7.94,3,8,4.4,986,legitimate
txn_01197,train,legitimate,17.66,11,10,15.7,575,legitimate
txn_01198,train,legitimate,23.27,20,7,50.5,1079,legitimate
txn_01199,train,legitimate,11.85,3,16,11.4,804,legitimate
txn_01200,test,legitimate,41.44,19,15,20.5,389,legitimate
txn_01201,train,legitimate,6.01,17,11,5.6,736,legitimate
txn_01202,train,legitimate,23.65,1,10,2.3,109,legitimate
txn_01203,train,legitimate,23.84,12,14,26.1,1074,legitimate
txn_01204,test,legitimate,3.78,15,12,152.1,1390,legitimate
txn_01205,train,legitimate,32.29,19,14,8.2,914,legitimate
txn_01206,train,legitimate,6.87,3,7,30.5,860,legitimate
txn_01207,train,legitimate,2.04,14,10,13.6,641,legitimate
txn_01208,train,legitimate,13.02,17,15,10.3,912,legitimate
txn_01209,train,fraud,24.42,20,13,118.0,1491,legitimate
txn_01210,train,legitimate,57.98,14,6,38.3,259,legitimate
txn_01211,train,legitimate,14.76,0,9,40.6,1444,legitimate
txn_01212,test,legitimate,101.53,5,13,3.1,1118,legitimate
txn_01213,train,legitimate,98.13,15,14,3.1,983,legitimate
txn_01214,train,fraud,89.67,17,12,4.8,1352,legitimate
txn_01215,train,legitimate,87.63,14,13,33.7,1228,legitimate
txn_01216,train,legitimate,33.62,21,16,0.7,1158,legitimate
txn_01217,train,legitimate,13.76,18,15,9.5,256,legitimate
txn_01218,test,legitimate,45.08,0,15,0.4,147,legitimate
txn_01219,train,legitimate,61.76,5,10,49.4,1409,legitimate
txn_01220,test,legitimate,30.12,3,9,12.5,1441,legitimate
txn_01221,train,legitimate,18.7,14,17,28.7,1315,legitimate
txn_01222,train,legitimate,5.08,0,10,11.6,337,legitimate
txn_01223,train,fraud,59.5,6,11,43.2,783,legitimate
txn_01224,train,legitimate,33.67,1,12,9.8,17,legitimate
txn_01225,test,legitimate,6.6,18,14,25.3,364,legitimate
txn_01226,test,fraud,33.72,20,19,30.9,508,legitimate
txn_01227,test,legitimate,48.52,1,11,36.9,824,legitimate
txn_01228,train,fraud,27.45,16,17,27.6,874,legitimate
txn_01229,train,legitimate,51.54,3,16,4.5,1112,legitimate
txn_01230,train,legitimate,50.08,21,12,4.4,1389,legitimate
txn_01231,test,legitimate,5.55,22,12,7.8,793,legitimate
txn_01232,train,legitimate,17.69,12,11,15.8,464,legitimate
txn_01233,test,legitimate,38.39,17,13,2.7,844,legitimate
txn_01234,train,legitimate,58.78,17,18,9.3,363,legitimate
txn_01235,test,legitimate,95.64,6,17,60.4,593,legitimate
txn_01236,train,legitimate,3.59,9,9,31.8,19,legitimate
txn_01237,test,legitimate,22.3,7,14,101.6,948,legitimate
txn_01238,test,legitimate,48.22,23,14,37.0,946,legitimate
txn_01239,train,legitimate,79.64,10,8,86.6,1199,legitimate
txn_01240,train,legitimate,125.81,6,8,66.0,1239,legitimate
txn_01241,train,legitimate,9.46,5,10,144.3,1238,legitimate
txn_01242,train,legitimate,16.48,1,8,64.3,1352,legitimate
txn_01243,train,legitimate,8.41,3,12,30.7,315,legitimate
txn_01244,train,legitimate,53.36,9,15,65.6,221,legitimate
txn_01245,train,legitimate,6.44,23,13,13.0,1266,legitimate
txn_01246,train,legitimate,76.58,12,11,47.8,1143,legitimate
txn_01247,train,legitimate,59.99,5,10,14.9,967,legitimate
txn_01248,test,legitimate,38.51,1,11,4.9,1301,legitimate
txn_01249,train,legitimate,2.79,17,12,44.0,505,legitimate
txn_01250,test,legitimate,12.19,16,13,202.9,1305,legitimate
txn_01251,train,legitimate,49.86,17,9,32.9,1292,legitimate
txn_01252,train,legitimate,5.87,2,10,14.0,1414,legitimate
txn_01253,test,legitimate,18.78,17,6,2.5,324,legitimate
txn_01254,train,legitimate,21.46,6,10,59.3,1265,legitimate
txn_01255,train,legitimate,57.31,7,8,10.7,208,legitimate
txn_01256,train,legitimate,31.45,22,11,20.9,963,legitimate
txn_01257,test,legitimate,31.2,5,15,49.7,1135,legitimate
txn_01258,train,legitimate,15.4,15,14,14.0,464,legitimate
txn_01259,train,legitimate,23.92,14,11,14.0,1471,legitimate
txn_01260,train,legitimate,20.83,2,8,38.1,399,legitimate
txn_01261,train,legitimate,48.83,23,10,26.4,471,legitimate
txn_01262,test,legitimate,19.92,9,12,22.2,1221,legitimate
txn_01263,train,legitimate,66.03,9,13,8.6,763,legitimate
txn_01264,train,fraud,5.71,4,16,24.7,676,legitimate
txn_01265,test,legitimate,77.85,5,8,46.8,515,legitimate
txn_01266,train,legitimate,20.1,12,15,32.3,1104,legitimate
txn_01267,train,legitimate,72.49,12,19,25.2,928,legitimate
txn_01268,train,legitimate,25.83,7,13,5.7,986,legitimate
txn_01269,train,legitimate,55.32,4,14,64.6,1294,legitimate
txn_01270,train,legitimate,104.02,22,10,24.0,1396,legitimate
txn_01271,train,fraud,17.66,8,9,45.0,1320,legitimate
txn_01272,train,legitimate,25.73,9,17,5.4,1354,legitimate
txn_01273,test,legitimate,20.1,17,16,32.9,1010,legitimate
txn_01274,train,legitimate,29.2,22,7,41.9,527,legitimate
txn_01275,test,legitimate,4.8,5,7,11.6,1043,legitimate
txn_01276,train,legitimate,20.07,8,12,18.7,214,legitimate
txn_01277,train,legitimate,18.58,10,12,18.2,504,legitimate
txn_01278,train,legitimate,10.93,0,6,0.6,355,legitimate
txn_01279,train,legitimate,19.6,15,7,33.3,626,legitimate
txn_01280,train,legitimate,5.18,21,13,9.0,1202,legitimate
txn_01281,train,legitimate,94.56,3,13,79.5,67,legitimate
txn_01282,test,legitimate,36.95,9,14,25.8,970,legitimate
txn_01283,train,legitimate,152.81,3,12,14.8,244,legitimate
txn_01284,test,legitimate,10.02,5,11,36.3,1295,legitimate
txn_01285,train,legitimate,7.5,23,14,54.2,311,legitimate
txn_01286,train,legitimate,31.38,14,15,25.7,1482,legitimate
txn_01287,train,legitimate,4.57,20,14,15.2,936,legitimate
txn_01288,test,legitimate,29.68,8,9,54.9,438,legitimate
txn_01289,train,legitimate,11.85,21,19,51.3,939,legitimate
txn_01290,test,legitimate,17.05,11,20,56.5,601,legitimate
txn_01291,train,legitimate,30.5,13,9,50.6,48,legitimate
txn_01292,train,legitimate,24.82,1,11,44.8,608,legitimate
txn_01293,train,fraud,191.69,12,12,30.0,379,fraud
txn_01294,train,legitimate,44.28,2,13,30.2,519,legitimate
txn_01295,train,fraud,8.5,2,16,59.7,1056,legitimate
